selling_price,km_driven,fuel,seller_type,transmission,owner,age
11.51293546492023,0.41284134330891425,0,0,0,2,0.4642857142857143
13.122365377402328,0.3210978032009321,1,0,0,2,0.21428571428571427
11.775297421715827,0.44953875935210713,2,0,0,2,0.35714285714285715
12.388398368982115,0.37579988899031647,1,0,0,1,0.35714285714285715
11.918397239722838,0.3669695732549232,1,0,0,2,0.25
12.506180941677357,0.1834824930389589,0,0,0,1,0.10714285714285714
12.899222326086994,0.41284134330891425,1,0,0,1,0.21428571428571427
12.206077645517674,0.21100555507135355,0,0,0,1,0.2857142857142857
13.217675375388819,0.3669695732549232,1,0,0,1,0.2857142857142857
12.691583538230217,0.16054660801196335,0,0,0,1,0.07142857142857142
13.664688831019712,0.37651090142615334,1,0,1,1,0.10714285714285714
13.304686600863562,0.9174308139028161,1,0,0,1,0.2857142857142857
11.736077016252437,0.3210978032009321,0,0,0,1,0.39285714285714285
11.002116507732017,0.1834824930389589,0,0,0,3,0.7142857142857143
12.611541086966115,0.5504566534708875,1,0,0,3,0.35714285714285715
12.154784614286667,0.27522603314694105,0,0,0,3,0.4642857142857143
12.899222326086994,0.5045848834168964,1,0,0,1,0.25
12.468440756144114,0.444951582346708,1,0,0,2,0.32142857142857145
12.899222326086994,0.13761072298496782,0,0,0,1,0.10714285714285714
12.429220196836383,0.1834824930389589,0,0,0,1,0.35714285714285715
13.304686600863562,0.04586718287698567,0,0,0,1,0.03571428571428571
12.07254696717504,0.23874421442300195,0,0,0,1,0.35714285714285715
13.017005083966255,0.9174308139028161,1,0,0,3,0.32142857142857145
12.765691290604371,0.0688030679039812,0,0,1,2,0.03571428571428571
13.592368256649284,0.22935426309294996,1,0,0,1,0.07142857142857142
12.429220196836383,0.3210978032009321,0,0,0,2,0.32142857142857145
13.304686600863562,0.04586718287698567,0,0,0,1,0.03571428571428571
13.304686600863562,0.41284134330891425,1,0,0,1,0.10714285714285714
11.775297421715827,0.1834824930389589,0,0,0,1,0.14285714285714285
11.407576060361786,0.28444167175078783,0,0,0,2,0.5
13.296318365198623,0.15183097170170506,0,0,0,2,0.10714285714285714
12.154784614286667,0.1834824930389589,0,0,0,2,0.21428571428571427
10.819798284210286,0.5504566534708875,0,0,0,2,0.75
11.461642696843066,0.3669695732549232,0,0,0,1,0.4642857142857143
13.815511557963774,0.3210978032009321,1,0,0,1,0.14285714285714285
12.899222326086994,0.22935426309294996,1,0,0,1,0.35714285714285715
12.660331092405906,0.20641837806595442,0,0,0,2,0.17857142857142858
13.815511557963774,0.5045848834168964,1,0,0,1,0.21428571428571427
13.122365377402328,0.22476708608755086,1,0,0,1,0.21428571428571427
14.285514812209815,0.16054660801196335,1,0,1,1,0.07142857142857142
13.122365377402328,0.7339437336868517,1,0,0,1,0.10714285714285714
11.156264806643742,0.825687273794834,0,0,0,3,0.4642857142857143
