Brand,Memory,Storage,Rating,selling_price
1.0986122886681098,1.6094379124341003,4.174387269895637,1.7047480922384253,9.391911647379434
1.0986122886681098,1.6094379124341003,4.174387269895637,1.7047480922384253,9.391911647379434
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.546169544733285
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.546169544733285
1.0986122886681098,1.6094379124341003,4.174387269895637,1.7047480922384253,9.391911647379434
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.546169544733285
1.0986122886681098,1.6094379124341003,4.174387269895637,1.6863989535702288,9.258273025731485
1.0986122886681098,1.3862943611198906,3.4965075614664802,1.6863989535702288,9.158099260130491
1.0986122886681098,1.3862943611198906,3.4965075614664802,1.6863989535702288,9.158099260130491
1.0986122886681098,1.3862943611198906,3.4965075614664802,1.6863989535702288,9.158099260130491
1.0986122886681098,1.3862943611198906,3.4965075614664802,1.6863989535702288,9.158099260130491
1.0986122886681098,1.6094379124341003,4.174387269895637,1.6863989535702288,9.258273025731485
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.679781342959442
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.679781342959442
1.0986122886681098,1.6094379124341003,4.174387269895637,1.6863989535702288,9.258273025731485
1.0986122886681098,2.1972245773362196,4.859812404361672,1.667706820558076,9.79762691183662
1.0986122886681098,2.1972245773362196,4.859812404361672,1.667706820558076,9.79762691183662
1.0986122886681098,1.3862943611198906,3.4965075614664802,1.667706820558076,9.258273025731485
1.0986122886681098,1.6094379124341003,4.174387269895637,1.667706820558076,9.389406636049465
1.0986122886681098,1.6094379124341003,4.174387269895637,1.667706820558076,9.374158457205578
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.85114107216392
1.0986122886681098,1.0986122886681098,3.4965075614664802,1.6486586255873816,9.103979355984773
1.0986122886681098,2.1972245773362196,4.859812404361672,1.667706820558076,9.903037451255743
1.0986122886681098,1.6094379124341003,4.859812404361672,1.667706820558076,9.679781342959442
1.0986122886681098,1.6094379124341003,4.174387269895637,1.667706820558076,9.615205300012315
1.0986122886681098,2.1972245773362196,4.859812404361672,1.667706820558076,10.30865261563529
1.0986122886681098,2.1972245773362196,4.859812404361672,1.667706820558076,10.30865261563529
1.0986122886681098,2.1972245773362196,4.859812404361672,1.667706820558076,9.903037451255743
1.0986122886681098,1.6094379124341003,4.174387269895637,1.667706820558076,9.615205300012315
1.0986122886681098,1.6094379124341003,4.859812404361672,1.667706820558076,9.679781342959442
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.740439071085758
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.740439071085758
1.0986122886681098,1.6094379124341003,4.174387269895637,1.667706820558076,9.615205300012315
1.0986122886681098,2.1972245773362196,4.859812404361672,1.667706820558076,9.903037451255743
1.0986122886681098,1.6094379124341003,4.174387269895637,1.667706820558076,9.409191230721348
1.0986122886681098,2.1972245773362196,4.859812404361672,1.667706820558076,9.998388557730848
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.680344001221918
1.0986122886681098,1.6094379124341003,4.174387269895637,1.656912476933601,9.536112711175099
1.0986122886681098,1.0986122886681098,3.4965075614664802,1.6486586255873816,9.103979355984773
1.0986122886681098,1.6094379124341003,4.859812404361672,1.667706820558076,9.679781342959442
1.0986122886681098,2.1972245773362196,4.859812404361672,1.6863989535702288,10.491024186183038
1.0986122886681098,1.6094379124341003,4.174387269895637,1.656912476933601,9.546169544733285
1.0986122886681098,1.3862943611198906,3.4965075614664802,1.667706820558076,9.3048320350689
1.0986122886681098,1.9459101490553132,4.859812404361672,1.6486586255873816,9.740439071085758
1.0986122886681098,1.3862943611198906,3.4965075614664802,1.667706820558076,9.3048320350689
1.0986122886681098,1.6094379124341003,4.174387269895637,1.7047480922384253,9.51044496442652
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.680344001221918
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.819072801393764
1.0986122886681098,2.5649493574615367,5.54907608489522,1.6863989535702288,10.596409707779776
1.0986122886681098,1.9459101490553132,4.859812404361672,1.667706820558076,9.740439071085758
1.0986122886681098,1.9459101490553132,5.54907608489522,1.6863989535702288,9.903037451255743
1.0986122886681098,1.9459101490553132,5.54907608489522,1.6863989535702288,9.903037451255743
1.0986122886681098,2.1972245773362196,5.54907608489522,1.6863989535702288,10.196119852369948
1.0986122886681098,1.9459101490553132,4.859812404361672,1.6486586255873816,9.740439071085758
1.0986122886681098,1.6094379124341003,4.174387269895637,1.667706820558076,9.472012088995733
