Screen Size,RAM,Operating System Version,Weight,Price,Category_2 in 1 Convertible,Category_Gaming,Category_Netbook,Category_Notebook,Category_Ultrabook,Category_Workstation,x_res,y_res,isApple,isTouchScreen,cpuSpeed,cpu_tier,ssd_gb,hdd_gb,gpu_power,has_dgpu,isMac
17.3,16,10.0,2.8,16.811148277048133,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
14.0,8,10.0,1.1,16.628204037571226,0,0,0,0,1,0,1920,1080,0,0,7.0,4,512.0,0.0,0.0,0,0
13.3,16,10.0,1.2,16.558562649591718,0,0,0,0,1,0,1920,1080,0,0,5.0,4,512.0,0.0,0.0,0,0
14.0,8,10.0,1.36,16.519456414422248,0,0,0,0,1,0,1920,1080,0,0,8.0,4,512.0,0.0,0.0,0,0
15.6,4,10.0,2.2,15.106622706091738,0,0,0,1,0,0,1920,1080,0,0,2.0,2,0.0,500.0,0.0,0,0
11.6,2,10.0,1.15,14.81141451452812,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,0.0,0.0,0,0
15.6,8,10.0,2.67,16.655588580227082,0,0,0,0,0,1,1920,1080,0,0,8.0,4,512.0,0.0,0.0,0,0
14.0,8,10.0,1.7,16.66489578234142,0,0,0,0,1,0,2560,1440,0,0,8.0,4,512.0,0.0,2.0,1,0
15.6,4,10.0,2.1,15.24351028331848,0,0,0,1,0,0,1920,1080,0,0,2.0,2,0.0,1024.0,0.0,0,0
13.3,8,10.0,1.6,15.76368641265472,1,0,0,0,0,0,1920,1080,0,1,5.0,4,256.0,0.0,0.0,0,0
13.3,8,10.0,1.27,15.925939129056314,1,0,0,0,0,0,1920,1080,0,1,5.0,3,256.0,0.0,0.0,0,0
15.6,4,10.0,2.3,15.488002102133144,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
13.3,4,10.0,1.65,15.62814870932072,0,0,0,1,0,0,1366,768,0,0,2.0,2,128.0,0.0,0.0,0,0
14.0,8,10.0,1.43,16.406127737148147,0,0,0,0,1,0,1920,1080,0,0,5.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.14,15.38438402604256,0,0,0,1,0,0,1366,768,0,0,5.0,3,0.0,1024.0,0.0,0,0
14.0,8,10.0,1.75,16.195719431693295,0,0,0,0,1,0,1920,1080,0,0,8.0,4,256.0,0.0,5.0,1,0
15.6,16,10.0,2.0,16.64199004511735,1,0,0,0,0,0,3840,2160,0,1,8.0,4,512.0,0.0,4.0,1,0
12.3,6,10.0,1.4,15.19993041329544,0,0,0,1,0,0,2736,1824,0,0,1.0,1,0.0,0.0,0.0,0,0
15.6,8,10.0,2.31,16.35623697137006,0,0,0,1,0,0,1920,1080,0,0,9.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.3,15.48482457685295,0,0,0,1,0,0,1920,1080,0,0,4.0,2,0.0,1024.0,2.0,1,0
17.3,16,10.0,4.42,17.029924804778403,0,1,0,0,0,0,2560,1440,0,0,9.0,4,256.0,1024.0,4.0,1,0
15.6,8,10.0,2.62,16.14822021545631,0,1,0,0,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,4.0,1,0
15.6,8,10.0,2.02,16.13379396511184,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,2048.0,0.0,0,0
14.0,8,10.0,1.6,16.095063331817673,0,0,0,0,1,0,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
17.3,12,10.0,3.35,16.693309665842936,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
11.6,4,10.0,1.16,14.79335122459724,1,0,0,0,0,0,1920,1080,0,1,1.0,1,32.0,0.0,0.0,0,0
11.6,4,10.0,1.15,14.687619072755128,0,0,1,0,0,0,1366,768,0,0,6.0,1,0.0,0.0,0.0,0,0
13.3,8,10.0,1.4,16.010612996266552,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
14.0,4,10.0,1.7,15.488169060946827,0,0,0,1,0,0,1920,1080,0,0,7.0,2,128.0,0.0,0.0,0,0
15.6,16,10.0,2.3,16.89470772298923,0,0,0,0,0,1,3840,2160,0,0,8.0,4,512.0,0.0,2.0,1,0
15.6,16,10.0,2.5,16.8963423779573,0,0,0,1,0,0,1920,1080,0,0,9.0,4,512.0,0.0,0.0,0,0
17.3,8,10.0,3.2,16.528345361247094,0,1,0,0,0,0,1920,1080,0,0,2.0,0,256.0,1024.0,5.0,1,0
15.6,4,10.0,2.1,14.942232379124954,0,0,0,1,0,0,1366,768,0,0,6.0,1,0.0,500.0,0.0,0,0
12.3,16,10.0,1.1,16.788665316780566,0,0,0,0,1,0,2400,1600,0,1,3.0,4,512.0,0.0,0.0,0,0
14.0,24,10.0,1.32,16.868603072212025,0,0,0,0,1,0,2560,1440,0,0,7.0,4,512.0,0.0,0.0,0,0
15.6,4,10.0,2.0,15.41905694942099,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
17.3,8,10.0,2.8,15.344811374937118,0,0,0,1,0,0,1600,900,0,0,5.0,0,0.0,1024.0,0.0,0,0
15.6,4,10.0,2.2,15.711646408749012,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
12.5,8,10.0,1.36,16.35763753171279,0,0,0,0,1,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
15.6,4,10.0,2.2,14.94797951952325,0,0,0,1,0,0,1920,1080,0,0,1.0,1,128.0,0.0,0.0,0,0
15.6,8,10.0,2.2,16.095063331817673,0,1,0,0,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,4.0,1,0
14.0,8,10.0,1.64,16.165329271007916,0,0,0,1,0,0,1920,1080,0,0,8.0,3,256.0,0.0,2.0,1,0
15.6,4,10.0,2.4,15.183764820621088,0,0,0,1,0,0,1366,768,0,0,5.0,3,0.0,500.0,0.0,0,0
15.6,8,10.0,2.23,16.690303651724697,0,0,0,0,0,1,1920,1080,0,0,3.0,0,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.2,16.028024880247212,0,1,0,0,0,0,1920,1080,0,0,5.0,3,256.0,0.0,4.0,1,0
13.5,16,10.0,1.25,16.951934298273493,0,0,0,0,1,0,2256,1504,0,1,5.0,4,512.0,0.0,1.0,0,0
15.6,8,10.0,1.91,15.471333649670528,0,0,0,1,0,0,1366,768,0,0,5.0,3,128.0,0.0,0.0,0,0
15.6,16,10.0,2.17,16.681231009361404,0,0,0,0,0,1,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.31,16.428541330323306,0,0,0,0,0,1,1920,1080,0,0,9.0,4,512.0,0.0,0.0,0,0
14.0,8,10.0,1.65,16.297056650733882,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,2.36,15.979439032487562,0,0,0,1,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,0.0,0,0
11.6,4,10.0,1.47,15.264608107277102,1,0,0,0,0,0,1366,768,0,1,6.0,1,0.0,500.0,0.0,0,0
17.3,8,10.0,4.42,16.716549276561757,0,0,0,1,0,0,1920,1080,0,0,7.0,4,0.0,1024.0,4.0,1,0
13.5,4,10.0,1.252,15.989601720418255,0,0,0,0,1,0,2256,1504,0,1,2.0,0,128.0,0.0,0.0,0,0
13.5,8,10.0,1.25,16.58789357154748,0,0,0,0,1,0,2256,1504,0,1,5.0,4,256.0,0.0,1.0,0,0
17.3,8,10.0,2.5,15.554219364976696,0,0,0,1,0,0,1600,900,0,0,2.0,2,256.0,0.0,0.0,0,0
15.6,4,10.0,2.23,15.391856728669124,0,0,0,1,0,0,1920,1080,0,0,2.0,2,0.0,1024.0,2.0,1,0
11.6,4,10.0,1.4,15.168253564702942,0,0,1,0,0,0,1366,768,0,0,6.0,1,128.0,0.0,0.0,0,0
15.6,8,10.0,2.37,15.711646408749012,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,1024.0,0.0,0,0
14.0,8,10.0,1.5,15.77626836160209,0,0,0,1,0,0,1920,1080,0,0,7.0,4,512.0,0.0,0.0,0,0
15.6,8,10.0,2.67,16.73782667385186,0,0,0,1,0,0,1920,1080,0,0,9.0,4,256.0,0.0,0.0,0,0
15.6,4,10.0,2.0,14.809935346426553,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,500.0,0.0,0,0
15.6,4,10.0,2.2,15.24351028331848,0,0,0,1,0,0,1366,768,0,0,2.0,2,0.0,500.0,3.0,1,0
15.6,8,10.0,2.02,15.72490920064919,0,0,0,1,0,0,1920,1080,0,0,6.0,3,0.0,2048.0,0.0,0,0
17.3,12,10.0,3.78,16.53070246294827,0,1,0,0,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,4.0,1,0
14.0,12,10.0,1.4,16.620163254985663,0,0,0,0,1,0,2560,1440,0,0,6.0,4,256.0,0.0,0.0,0,0
13.3,8,10.0,1.29,16.693309665842936,1,0,0,0,0,0,3840,2160,0,1,8.0,4,512.0,0.0,0.0,0,0
15.6,8,10.0,1.9,16.143896819605022,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,500.0,0.0,0,0
12.3,8,10.0,1.1,16.243608820881033,0,0,0,0,1,0,2400,1600,0,1,2.0,3,128.0,0.0,0.0,0,0
13.3,8,10.0,1.42,16.61143311641724,0,0,0,0,1,0,1920,1080,0,1,6.0,3,256.0,0.0,0.0,0,0
15.6,12,10.0,2.06,16.262257378329462,0,0,0,1,0,0,3840,2160,0,0,6.0,4,128.0,1024.0,0.0,0,0
14.0,8,10.0,1.79,15.699557613256127,0,0,0,1,0,0,1366,768,0,0,3.0,2,128.0,0.0,0.0,0,0
15.6,8,10.0,1.78,16.87945912821572,0,0,0,0,0,1,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
14.0,8,10.0,1.7,16.31108419593664,0,0,0,1,0,0,1920,1080,0,0,5.0,3,1.0,0.0,0.0,0,0
15.6,8,10.0,2.2,15.607620132564955,0,0,0,1,0,0,1920,1080,0,0,6.0,3,0.0,1024.0,0.0,0,0
13.3,8,10.0,1.05,16.51468313598988,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,2.16,16.233360407298267,0,0,0,1,0,0,1920,1080,0,0,8.0,4,512.0,0.0,2.0,1,0
15.6,4,10.0,2.18,15.467250623343476,0,0,0,1,0,0,1366,768,0,0,4.0,2,0.0,1024.0,0.0,0,0
13.3,4,10.0,1.49,15.680457444813332,0,0,0,1,0,0,1920,1080,0,0,6.0,3,128.0,0.0,0.0,0,0
15.6,4,10.0,1.89,14.60995893628814,0,0,0,1,0,0,1920,1080,0,0,44.0,0,0.0,0.0,0.0,0,0
15.6,4,10.0,2.3,15.429733205275888,0,0,0,1,0,0,1366,768,0,0,0.0,2,128.0,0.0,0.0,0,0
14.0,8,10.0,1.75,16.04849999068785,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
15.6,16,10.0,2.17,16.849958465217313,0,0,0,0,0,1,1920,1080,0,0,7.0,4,512.0,0.0,0.0,0,0
15.6,16,10.0,2.06,16.64199004511735,0,0,0,1,0,0,1920,1080,0,0,8.0,4,512.0,0.0,4.0,1,0
12.5,16,10.0,1.36,16.587337552663282,0,0,0,0,1,0,1920,1080,0,0,7.0,4,512.0,0.0,0.0,0,0
12.5,16,10.0,0.91,16.668491984314,0,0,0,0,1,0,1920,1080,0,0,7.0,4,512.0,0.0,0.0,0,0
15.6,8,10.0,2.3,16.012581354587958,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,2.0,1,0
13.3,32,10.0,1.05,17.029924804778403,0,0,0,0,1,0,1920,1080,0,1,7.0,4,512.0,0.0,0.0,0,0
15.6,8,10.0,1.99,16.300767229820735,0,1,0,0,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,4.0,1,0
15.6,8,10.0,2.2,15.4542099468896,0,0,0,1,0,0,1366,768,0,0,5.0,0,0.0,1024.0,5.0,1,0
17.3,24,10.0,4.33,16.238891831419934,0,1,0,0,0,0,1920,1080,0,1,6.0,4,256.0,1024.0,3.0,1,0
12.5,8,10.0,1.3,16.095063331817673,0,0,0,0,1,0,1366,768,0,0,3.0,3,1.0,0.0,0.0,0,0
15.6,8,10.0,2.17,15.89407919377261,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
14.0,8,10.0,1.48,16.559706814402652,0,0,0,1,0,0,1920,1080,0,0,8.0,4,1024.0,0.0,0.0,0,0
13.3,8,10.0,1.4,15.94831619219837,0,0,0,1,0,0,1920,1080,0,0,4.0,2,256.0,0.0,0.0,0,0
15.6,8,10.0,2.3,15.9074502957915,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
11.6,4,10.0,1.2,14.921853223460824,0,0,1,0,0,0,1366,768,0,0,1.0,1,0.0,0.0,0.0,0,0
15.6,8,10.0,1.91,15.520996574233417,0,0,0,1,0,0,1366,768,0,0,5.0,3,256.0,0.0,0.0,0,0
13.9,8,10.0,1.4,16.470041058249894,1,0,0,0,0,0,1920,1080,0,1,6.0,3,256.0,0.0,0.0,0,0
14.0,4,10.0,2.1,14.79335122459724,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,500.0,0.0,0,0
11.6,4,10.0,1.25,14.672637525449987,0,0,1,0,0,0,1366,768,0,0,6.0,1,16.0,0.0,0.0,0,0
13.3,8,10.0,1.44,15.94831619219837,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,2.0,16.20278683003596,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,1024.0,0.0,0,0
15.6,4,10.0,2.2,15.511272394479724,0,0,0,1,0,0,1920,1080,0,0,6.0,3,0.0,1024.0,2.0,1,0
13.3,8,10.0,1.34,16.280564524203303,0,0,0,0,1,0,1920,1080,0,0,7.0,4,512.0,0.0,0.0,0,0
15.6,8,10.0,2.4,16.13955465080981,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
13.3,8,10.0,1.29,15.89419043465096,0,0,0,0,1,0,1920,1080,0,1,5.0,3,128.0,0.0,0.0,0,0
15.6,4,10.0,2.2,15.552811905456348,0,0,0,1,0,0,1920,1080,0,0,7.0,4,0.0,500.0,2.0,1,0
15.6,8,10.0,2.18,15.821536022691076,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,1024.0,0.0,0,0
15.6,16,10.0,2.2,16.19889036011554,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,2048.0,0.0,0,0
15.6,16,10.0,1.95,16.337099156095846,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,2.0,1,0
11.6,2,10.0,1.1,14.594165944651724,0,0,1,0,0,0,1366,768,0,0,1.0,1,0.0,0.0,0.0,0,0
15.6,4,10.0,2.04,15.349559237164735,0,0,0,1,0,0,1366,768,0,1,6.0,3,0.0,1024.0,0.0,0,0
15.6,24,10.0,2.24,17.08855091726241,0,1,0,0,0,0,1920,1080,0,0,8.0,4,512.0,0.0,4.0,1,0
15.6,8,10.0,2.04,15.88300463710039,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,2.0,1,0
17.3,16,10.0,3.0,16.40879085436823,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
15.6,8,10.0,3.2,16.33642033013601,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
13.3,8,10.0,1.32,16.33642033013601,0,0,0,0,1,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
14.0,8,10.0,1.64,16.247311760125715,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
15.6,4,10.0,1.63,15.62814870932072,0,0,0,1,0,0,1366,768,0,0,2.0,2,128.0,0.0,0.0,0,0
17.3,8,10.0,2.8,15.88300463710039,0,0,0,1,0,0,1920,1080,0,0,6.0,3,128.0,1024.0,0.0,0,0
14.0,8,7.0,2.02,16.29333225195489,0,0,0,1,0,0,1920,1080,0,0,3.0,3,256.0,0.0,0.0,0,0
15.6,4,10.0,2.2,15.77626836160209,0,0,0,1,0,0,1920,1080,0,0,7.0,4,0.0,1024.0,2.0,1,0
15.6,8,10.0,2.2,15.221957730156888,0,0,0,1,0,0,1366,768,0,0,2.0,2,0.0,2048.0,2.0,1,0
15.6,4,10.0,2.3,15.464519314556334,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,500.0,0.0,0,0
15.6,8,10.0,1.9,16.3205698554835,0,0,0,1,0,0,1920,1080,0,0,8.0,3,256.0,0.0,0.0,0,0
17.3,16,10.0,4.42,17.103522512750782,0,1,0,0,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,4.0,1,0
15.6,8,10.0,2.0,15.849839795099816,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,500.0,0.0,0,0
15.6,8,10.0,2.0,16.262257378329462,0,0,0,1,0,0,3840,2160,0,0,7.0,4,256.0,1024.0,3.0,1,0
13.3,4,10.0,1.2,15.003704223895946,0,0,0,1,0,0,1920,1080,0,0,1.0,1,32.0,0.0,0.0,0,0
15.6,8,10.0,2.3,16.50083166584298,0,1,0,0,0,0,1920,1080,0,0,5.0,3,128.0,1024.0,4.0,1,0
15.6,8,10.0,1.93,16.31474318252055,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,2.0,1,0
15.6,8,10.0,2.2,15.77427639174255,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
15.6,4,10.0,1.86,15.081843910866498,0,0,0,1,0,0,1920,1080,0,0,6.0,1,256.0,0.0,0.0,0,0
17.3,12,10.0,2.62,16.58789357154748,0,1,0,0,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,4.0,1,0
14.0,8,10.0,1.87,15.848676327988752,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,2.0,1,0
13.3,8,10.0,1.2,16.33642033013601,0,0,0,0,1,0,3200,1800,0,1,8.0,4,256.0,0.0,0.0,0,0
14.0,4,10.0,1.6,15.693960900603953,0,0,0,1,0,0,1920,1080,0,0,2.0,2,128.0,0.0,0.0,0,0
13.3,8,10.0,1.34,16.136067289291322,0,0,0,0,1,0,3200,1800,0,0,7.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.4,15.775016013462006,0,1,0,0,0,0,1920,1080,0,0,5.0,3,0.0,1024.0,4.0,1,0
15.6,4,10.0,2.0,14.94797951952325,0,0,0,1,0,0,1366,768,0,0,8.0,0,0.0,500.0,0.0,0,0
15.6,4,10.0,2.1,15.651814205782529,0,0,0,1,0,0,1920,1080,0,0,4.0,2,128.0,0.0,0.0,0,0
14.0,4,10.0,1.87,15.758591136128446,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,500.0,0.0,0,0
15.6,4,10.0,2.15,15.229229698344732,0,0,0,1,0,0,1920,1080,0,0,3.0,3,0.0,1024.0,0.0,0,0
15.6,4,10.0,1.86,15.076843839047406,0,0,0,1,0,0,1920,1080,0,0,2.0,2,0.0,500.0,0.0,0,0
15.6,8,10.0,1.99,16.548205825811124,0,0,0,1,0,0,1920,1080,0,0,7.0,4,512.0,0.0,0.0,0,0
15.6,4,10.0,2.2,15.305513596207602,0,0,0,1,0,0,1920,1080,0,0,2.0,2,128.0,0.0,0.0,0,0
15.6,8,10.0,1.9,16.1113002222436,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
17.3,16,10.0,4.42,16.99354392976961,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
17.3,8,10.0,2.65,15.392132425898264,0,0,0,1,0,0,1600,900,0,0,2.0,2,0.0,1024.0,0.0,0,0
17.3,8,10.0,2.63,16.24752271985762,0,0,0,1,0,0,1920,1080,0,0,7.0,4,0.0,1024.0,2.0,1,0
15.6,4,10.0,2.0,14.504553828995425,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,500.0,0.0,0,0
13.3,4,10.0,1.35,14.634171261264528,0,0,0,1,0,0,1920,1080,0,0,44.0,0,0.0,0.0,0.0,0,0
17.3,6,10.0,2.8,15.94831619219837,0,0,0,1,0,0,1600,900,0,0,7.0,4,128.0,1024.0,2.0,1,0
15.6,6,10.0,1.91,15.436612144521526,0,0,0,1,0,0,1920,1080,0,0,5.0,0,128.0,0.0,0.0,0,0
15.6,4,10.0,2.18,15.5192340891556,0,0,0,1,0,0,1366,768,0,0,2.0,2,0.0,1024.0,0.0,0,0
11.6,4,10.0,1.25,14.94797951952325,1,0,0,0,0,0,1920,1080,0,1,0.0,1,0.0,0.0,0.0,0,0
15.6,4,10.0,2.05,15.5386272729786,0,0,0,1,0,0,1920,1080,0,0,7.0,2,128.0,0.0,0.0,0,0
13.3,16,10.0,1.16,16.676154856619323,0,0,0,0,1,0,3200,1800,0,1,2.0,0,512.0,0.0,0.0,0,0
17.3,8,10.0,3.4,17.098941491332475,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.5,15.82511811559257,0,0,0,1,0,0,1920,1080,0,0,5.0,3,128.0,1024.0,4.0,1,0
13.3,8,10.0,1.21,16.470041058249894,0,0,0,0,1,0,3840,2160,0,1,6.0,3,128.0,0.0,0.0,0,0
15.6,4,10.0,1.93,15.958798467236171,0,0,0,1,0,0,1366,768,0,0,6.0,3,0.0,500.0,0.0,0,0
15.6,8,10.0,2.2,15.69820534821176,0,0,0,1,0,0,1366,768,0,0,5.0,3,0.0,1024.0,0.0,0,0
15.6,4,10.0,2.2,14.933549259377894,0,0,0,1,0,0,1920,1080,0,0,1.0,1,0.0,500.0,0.0,0,0
14.0,4,10.0,2.02,15.990612331809322,0,0,0,1,0,0,1366,768,0,0,5.0,3,0.0,500.0,0.0,0,0
17.3,8,10.0,3.14,16.62177121868731,0,0,0,0,0,1,1600,900,0,0,8.0,3,0.0,500.0,0.0,0,0
14.0,8,10.0,1.94,15.056486907804391,0,0,0,1,0,0,1366,768,0,0,6.0,1,0.0,2048.0,0.0,0,0
15.6,6,10.0,1.95,15.56834016507112,0,0,0,1,0,0,1920,1080,0,0,3.0,0,256.0,0.0,0.0,0,0
15.6,8,10.0,2.3,15.814333111369468,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
15.6,4,10.0,2.05,15.622326277522411,0,0,0,1,0,0,1920,1080,0,0,6.0,3,0.0,500.0,0.0,0,0
14.0,4,10.0,1.4,14.610360623197844,0,0,0,1,0,0,1920,1080,0,0,44.0,0,32.0,0.0,0.0,0,0
14.0,16,10.0,1.24,16.623923667462613,0,0,0,0,1,0,1920,1080,0,1,7.0,4,512.0,0.0,0.0,0,0
17.3,32,10.0,4.6,16.980115903128826,0,1,0,0,0,0,1920,1080,0,0,7.0,4,256.0,1024.0,4.0,1,0
17.3,16,10.0,4.14,17.004597837001892,0,1,0,0,0,0,1920,1080,0,0,9.0,4,512.0,1024.0,4.0,1,0
15.6,8,10.0,2.2,15.711659759792727,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
14.0,4,10.0,1.45,15.056486907804391,0,0,0,1,0,0,1920,1080,0,0,1.0,1,32.0,0.0,0.0,0,0
15.6,8,10.0,1.9,16.009146575225095,0,0,0,1,0,0,1366,768,0,0,6.0,3,0.0,500.0,0.0,0,0
13.3,4,10.0,1.49,15.670768789217693,0,0,0,1,0,0,1920,1080,0,0,4.0,2,128.0,0.0,0.0,0,0
15.6,16,10.0,1.93,16.43074880064023,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,2.0,1,0
11.6,4,10.0,1.26,14.77988301264634,0,0,1,0,0,0,1366,768,0,0,6.0,1,0.0,0.0,0.0,0,0
17.3,16,10.0,4.5,16.854652307618963,0,1,0,0,0,0,1920,1080,0,0,7.0,4,128.0,1024.0,3.0,1,0
17.3,16,10.0,3.78,16.404793514235106,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
14.0,12,10.0,1.4,16.515281043291854,0,0,0,0,1,0,1920,1080,0,0,6.0,4,256.0,0.0,0.0,0,0
15.6,12,10.0,2.2,15.504725727458398,0,0,0,1,0,0,1366,768,0,1,8.0,4,0.0,1024.0,0.0,0,0
17.3,8,10.0,2.73,16.571642164189043,0,1,0,0,0,0,1920,1080,0,0,5.0,3,128.0,1024.0,4.0,1,0
15.6,8,10.0,2.2,15.69820534821176,1,0,0,0,0,0,1366,768,0,1,5.0,3,0.0,1024.0,0.0,0,0
15.6,12,10.0,2.2,15.94831619219837,0,0,0,1,0,0,1920,1080,0,0,6.0,0,512.0,0.0,0.0,0,0
11.6,4,10.0,1.39,15.494824658313144,1,0,0,0,0,0,1366,768,0,1,0.0,0,128.0,0.0,0.0,0,0
15.6,16,10.0,2.5,16.53070246294827,0,0,0,1,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,4.0,1,0
17.3,4,10.0,2.8,15.363895919533364,0,0,0,1,0,0,1920,1080,0,0,2.0,2,0.0,500.0,0.0,0,0
15.6,8,10.0,2.29,15.221957730156888,0,0,0,1,0,0,1366,768,0,0,3.0,2,0.0,1024.0,0.0,0,0
13.3,8,10.0,1.37,16.706232310160843,1,0,0,0,0,0,1920,1080,0,1,7.0,4,512.0,0.0,0.0,0,0
14.0,8,10.0,1.7,16.388642424129593,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
12.5,8,10.0,1.34,16.513486247836585,1,0,0,0,0,0,1920,1080,0,1,5.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,2.06,16.567679521271312,0,0,0,0,0,1,1920,1080,0,1,8.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,1.84,16.198693496821825,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
15.6,4,10.0,2.1,15.597913921685638,0,0,0,1,0,0,1366,768,0,0,4.0,2,0.0,500.0,0.0,0,0
14.0,4,10.0,1.6,14.88896536767505,0,0,0,1,0,0,1920,1080,0,0,1.0,1,0.0,0.0,0.0,0,0
17.3,16,10.0,4.14,16.788665316780566,0,1,0,0,0,0,1920,1080,0,0,7.0,4,128.0,1024.0,3.0,1,0
15.6,4,10.0,2.18,15.234944922522253,0,0,0,1,0,0,1366,768,0,0,2.0,2,0.0,1024.0,0.0,0,0
15.6,16,10.0,1.8,16.833136848764465,0,1,0,0,0,0,3840,2160,0,0,8.0,4,256.0,2048.0,4.0,1,0
15.6,8,10.0,2.2,16.33642033013601,0,0,0,1,0,0,1920,1080,0,0,5.0,4,256.0,0.0,0.0,0,0
15.6,6,10.0,2.4,15.427961725980422,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.0,16.262257378329462,1,0,0,0,0,0,1920,1080,0,1,8.0,4,256.0,0.0,0.0,0,0
14.0,4,10.0,1.6,14.94797951952325,0,0,0,1,0,0,1366,768,0,0,6.0,1,0.0,0.0,0.0,0,0
15.6,32,10.0,2.5,17.589693679678497,0,0,0,1,0,0,3840,2160,0,0,1.0,0,1024.0,0.0,0.0,0,0
15.6,16,10.0,2.59,15.871703677208934,0,1,0,0,0,0,1920,1080,0,0,6.0,4,0.0,1024.0,3.0,1,0
15.6,4,10.0,2.18,15.188506840270833,0,0,0,1,0,0,1366,768,0,0,0.0,2,0.0,1024.0,0.0,0,0
