Screen Size,RAM,Operating System Version,Weight,Price,Category_2 in 1 Convertible,Category_Gaming,Category_Netbook,Category_Notebook,Category_Ultrabook,Category_Workstation,x_res,y_res,isApple,isTouchScreen,cpuSpeed,cpu_tier,ssd_gb,hdd_gb,gpu_power,has_dgpu,isMac
17.3,8,10.0,2.5,15.910737969580504,0,0,0,1,0,0,1920,1080,0,0,6.0,3,0.0,1024.0,2.0,1,0
17.3,32,10.0,3.49,17.808787395819735,0,1,0,0,0,0,3840,2160,0,1,9.0,4,1024.0,0.0,4.0,1,0
13.3,8,10.0,1.49,15.958798467236171,0,0,0,1,0,0,1920,1080,0,0,6.0,3,512.0,0.0,0.0,0,0
17.3,16,10.0,3.35,16.322021234429698,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
17.3,8,10.0,2.5,16.044679547100827,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,2.0,1,0
15.6,16,10.0,2.65,16.61314189251299,0,1,0,0,0,0,3840,2160,0,0,8.0,4,512.0,1024.0,4.0,1,0
15.6,4,10.0,2.1,15.293416677241638,0,0,0,1,0,0,1366,768,0,0,3.0,3,128.0,0.0,0.0,0,0
15.6,8,10.0,2.23,15.70225666981566,0,0,0,1,0,0,1920,1080,0,0,7.0,4,0.0,1024.0,2.0,1,0
15.6,16,10.0,3.2,16.559706814402652,0,1,0,0,0,0,1920,1080,0,0,8.0,4,512.0,1024.0,4.0,1,0
15.6,16,10.0,2.8,17.117442183501776,0,0,0,0,0,1,3840,2160,0,0,3.0,0,256.0,1024.0,0.0,0,0
15.6,16,10.0,2.4,16.335705278321786,0,1,0,0,0,0,1920,1080,0,0,8.0,4,512.0,0.0,4.0,1,0
15.6,6,10.0,2.3,15.177406944333802,0,0,0,1,0,0,1366,768,0,1,4.0,2,0.0,1024.0,0.0,0,0
13.3,8,10.0,1.21,16.66797903229336,0,0,0,0,1,0,3840,2160,0,1,8.0,4,256.0,0.0,0.0,0,0
13.3,8,10.0,1.2,16.371536295017354,0,0,0,0,1,0,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.2,15.48482457685295,0,0,0,1,0,0,1366,768,0,0,5.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,2.4,15.750918465320217,0,0,0,1,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,4.0,1,0
17.3,16,10.0,2.9,16.342122412127853,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
15.6,4,10.0,2.1,14.94797951952325,0,0,0,1,0,0,1920,1080,0,0,2.0,2,0.0,500.0,0.0,0,0
15.6,8,10.0,2.2,15.401005921439934,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
13.0,8,10.0,1.05,16.405460848210456,0,0,0,0,1,0,2160,1440,0,0,7.0,4,512.0,0.0,0.0,0,0
13.3,8,10.0,1.4,15.93011144679664,0,0,0,0,1,0,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
17.3,8,10.0,2.8,15.471333649670528,0,0,0,1,0,0,1600,900,0,0,5.0,3,0.0,1024.0,3.0,1,0
14.0,8,10.0,1.63,16.031191868180226,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,2.0,1,0
14.0,8,10.0,1.6,16.13955465080981,0,0,0,0,1,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
13.3,16,10.0,1.62,16.246741164591494,1,0,0,0,0,0,1920,1080,0,1,8.0,4,512.0,0.0,0.0,0,0
15.6,8,10.0,2.2,15.611095567141142,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
14.0,8,10.0,1.74,15.89419043465096,1,0,0,0,0,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
13.3,8,10.0,1.2,16.310350789290258,0,0,0,0,1,0,1920,1080,0,0,5.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.1,15.769990877969295,0,0,0,1,0,0,1920,1080,0,0,6.0,3,0.0,1024.0,0.0,0,0
17.3,16,10.0,4.42,16.899335037035584,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
15.6,8,10.0,2.2,15.816739851074324,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,2.0,1,0
15.6,16,10.0,2.3,15.848687969363006,0,0,0,1,0,0,1920,1080,0,1,7.0,4,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.0,15.737998390832423,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,2.0,1,0
17.3,8,10.0,2.69,15.885251828773338,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,500.0,3.0,1,0
15.6,8,10.0,1.9,16.238891831419934,0,0,0,1,0,0,1920,1080,0,0,7.0,4,0.0,1024.0,0.0,0,0
15.6,4,10.0,2.37,15.081843910866498,0,0,0,1,0,0,1366,768,0,0,4.0,2,0.0,1024.0,0.0,0,0
15.6,4,10.0,2.1,14.89200027033437,0,0,0,1,0,0,1366,768,0,0,5.0,0,0.0,500.0,0.0,0,0
15.6,16,10.0,3.2,16.405460848210456,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
14.0,8,10.0,1.6,15.848676327988752,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
13.3,8,10.0,1.6,15.62814870932072,1,0,0,0,0,0,1920,1080,0,1,3.0,3,256.0,0.0,0.0,0,0
15.6,16,10.0,2.36,15.89419043465096,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
15.6,4,10.0,2.1,15.05905430256835,0,0,0,1,0,0,1366,768,0,0,2.0,2,0.0,1024.0,0.0,0,0
15.6,4,10.0,2.2,15.447277511465138,0,0,0,1,0,0,1920,1080,0,0,5.0,0,128.0,1024.0,0.0,0,0
17.3,32,10.0,4.7,17.35907174060677,0,1,0,0,0,0,1920,1080,0,0,9.0,4,512.0,1024.0,4.0,1,0
15.6,8,10.0,2.5,15.833426767622498,0,1,0,0,0,0,1920,1080,0,0,5.0,3,256.0,0.0,4.0,1,0
15.6,8,10.0,2.2,15.471333649670528,0,0,0,1,0,0,1366,768,0,0,2.0,2,128.0,0.0,0.0,0,0
17.3,8,10.0,2.1,16.136067289291322,0,0,0,1,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,2.0,1,0
17.3,8,10.0,2.69,15.88300463710039,0,0,0,1,0,0,1920,1080,0,0,7.0,4,128.0,1024.0,3.0,1,0
15.6,8,10.0,2.56,15.871692300710825,0,1,0,0,0,0,1920,1080,0,0,5.0,3,256.0,0.0,4.0,1,0
13.9,8,10.0,1.38,16.076697344568945,1,0,0,0,0,0,1920,1080,0,1,7.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.2,15.985549030429407,0,0,0,1,0,0,1920,1080,0,0,8.0,4,128.0,2048.0,0.0,0,0
15.6,8,10.0,2.04,15.41905694942099,0,0,0,1,0,0,1366,768,0,1,5.0,3,0.0,1024.0,0.0,0,0
17.3,16,10.0,3.6,17.098941491332475,0,1,0,0,0,0,1920,1080,0,0,9.0,4,256.0,0.0,4.0,1,0
13.3,4,10.0,1.49,15.607620132564955,0,0,0,1,0,0,1920,1080,0,0,6.0,3,0.0,500.0,0.0,0,0
13.3,8,10.0,1.37,16.71361241705011,0,0,0,0,1,0,2560,1600,1,0,1.0,3,512.0,0.0,1.0,0,1
15.6,8,10.0,2.08,15.800991496251724,1,0,0,0,0,0,1920,1080,0,1,8.0,4,0.0,1024.0,0.0,0,0
17.3,16,10.0,4.3,16.58789357154748,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,3.0,1,0
15.6,4,10.0,1.68,15.24351028331848,0,0,0,1,0,0,1366,768,0,0,3.0,0,0.0,1024.0,0.0,0,0
13.9,8,10.0,1.37,16.615307567293623,1,0,0,0,0,0,1920,1080,0,1,8.0,4,512.0,0.0,0.0,0,0
17.3,4,10.0,3.0,15.646840839310226,0,0,0,1,0,0,1920,1080,0,0,7.0,2,256.0,0.0,2.0,1,0
13.3,8,10.0,1.41,15.94831619219837,0,0,0,0,1,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,1.91,15.193002238927937,0,0,0,1,0,0,1366,768,0,0,5.0,0,128.0,0.0,0.0,0,0
17.3,16,10.0,2.9,16.057987726880615,0,0,0,1,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,2.0,1,0
17.3,16,10.0,4.14,16.916553250921297,0,1,0,0,0,0,1920,1080,0,0,8.0,4,512.0,1024.0,4.0,1,0
15.6,8,10.0,2.0,16.53070246294827,1,0,0,0,0,0,1920,1080,0,1,8.0,4,512.0,0.0,4.0,1,0
17.3,8,10.0,2.8,16.133443763776956,0,0,0,1,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,0.0,0,0
15.6,4,10.0,2.2,15.188732090806006,0,0,0,1,0,0,1920,1080,0,0,2.0,2,256.0,0.0,0.0,0,0
15.6,4,10.0,2.1,15.67493256973956,0,0,0,1,0,0,1920,1080,0,0,6.0,3,0.0,500.0,0.0,0,0
15.6,4,10.0,2.18,15.58059146474165,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.24,15.429733205275888,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.67,15.77626836160209,1,0,0,0,0,0,1920,1080,0,1,6.0,3,256.0,0.0,0.0,0,0
13.3,8,10.0,1.1,16.405460848210456,1,0,0,0,0,0,1920,1080,0,1,8.0,4,512.0,0.0,0.0,0,0
15.6,4,10.0,2.2,15.239236773568027,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,1024.0,0.0,0,0
17.3,8,10.0,2.5,16.018502582666688,0,0,0,1,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,2.0,1,0
15.6,8,10.0,2.05,15.872829310352513,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
13.3,8,10.0,1.37,16.673045702683538,0,0,0,0,1,0,2560,1600,1,0,9.0,3,512.0,0.0,1.0,0,1
17.3,16,10.0,3.2,16.438272188103046,0,1,0,0,0,0,1920,1080,0,0,3.0,0,256.0,1024.0,5.0,1,0
15.6,8,10.0,2.14,15.692873160850391,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
14.0,16,10.0,1.36,16.916553250921297,1,0,0,0,0,0,2560,1440,0,1,6.0,4,512.0,0.0,0.0,0,0
15.6,8,10.0,2.2,15.79240775374408,0,0,0,1,0,0,1366,768,0,0,5.0,4,0.0,500.0,0.0,0,0
15.6,12,10.0,2.3,15.662487025110767,0,0,0,1,0,0,1366,768,0,0,7.0,4,0.0,1024.0,0.0,0,0
17.3,8,10.0,2.8,16.095063331817673,0,0,0,1,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,0.0,0,0
15.6,8,10.0,2.2,15.706291644417512,0,0,0,1,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,2.0,1,0
17.3,4,10.0,2.8,15.285269994539789,0,0,0,1,0,0,1600,900,0,0,2.0,2,0.0,1024.0,0.0,0,0
17.3,8,10.0,2.8,15.836966593857898,0,0,0,1,0,0,1920,1080,0,0,8.0,4,0.0,2048.0,2.0,1,0
17.3,6,10.0,2.8,15.848676327988752,0,0,0,1,0,0,1600,900,0,0,7.0,4,128.0,1024.0,2.0,1,0
15.6,4,10.0,2.25,15.15203073342435,0,0,0,1,0,0,1920,1080,0,0,0.0,2,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.5,15.81312756587756,0,1,0,0,0,0,1920,1080,0,0,5.0,3,256.0,0.0,4.0,1,0
15.6,6,10.0,2.2,15.4542099468896,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,3.0,15.95042145588461,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,2.0,1,0
15.6,12,10.0,2.15,15.583630980240052,0,0,0,1,0,0,1920,1080,0,1,7.0,4,0.0,1024.0,0.0,0,0
15.6,8,10.0,1.95,16.093241837875848,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,1.7,15.97739404223499,0,0,0,0,1,0,1920,1080,0,0,5.0,3,256.0,0.0,2.0,1,0
15.6,16,10.0,2.5,16.165329271007916,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
15.6,8,10.0,2.2,15.58364615462916,0,0,0,1,0,0,1920,1080,0,0,7.0,4,0.0,1024.0,2.0,1,0
15.6,2,10.0,2.19,14.386212664937258,0,0,0,1,0,0,1366,768,0,0,5.0,1,16.0,0.0,0.0,0,0
17.3,8,10.0,3.0,16.17209176443734,0,1,0,0,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,4.0,1,0
17.3,8,10.0,2.54,15.285269994539789,0,0,0,1,0,0,1600,900,0,0,2.0,2,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.0,16.604431984962453,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,4.0,1,0
15.6,8,10.0,2.05,15.69820534821176,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,3.2,16.262257378329462,0,1,0,0,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,4.0,1,0
15.6,8,10.0,2.5,15.979439032487562,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,4.0,1,0
17.3,16,10.0,3.42,17.060138964968782,0,0,0,0,0,1,1920,1080,0,0,9.0,4,256.0,0.0,0.0,0,0
15.6,6,10.0,2.4,15.305513596207602,0,0,0,1,0,0,1920,1080,0,0,4.0,0,0.0,1024.0,0.0,0,0
15.6,16,10.0,1.63,16.38456356086661,0,0,0,0,1,0,1920,1080,0,0,7.0,4,512.0,0.0,2.0,1,0
14.0,4,10.0,1.3,15.325355512578868,0,0,0,1,0,0,1366,768,0,0,4.0,2,128.0,0.0,0.0,0,0
17.3,16,10.0,2.9,16.753021647255487,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
17.3,6,10.0,2.8,15.56834016507112,0,0,0,1,0,0,1600,900,0,0,5.0,3,0.0,1024.0,3.0,1,0
15.6,8,10.0,2.2,15.401005921439934,0,0,0,1,0,0,1366,768,0,0,5.0,3,0.0,2048.0,2.0,1,0
15.6,8,10.0,2.5,16.235734765147395,0,1,0,0,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,4.0,1,0
15.6,4,10.0,2.2,14.978983840769947,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,1024.0,0.0,0,0
13.3,16,10.0,1.28,16.681231009361404,1,0,0,0,0,0,1920,1080,0,1,8.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.2,16.042763837909053,0,0,0,1,0,0,1920,1080,0,0,5.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.3,15.800991496251724,0,0,0,1,0,0,1920,1080,0,0,5.0,3,128.0,1024.0,2.0,1,0
15.6,4,10.0,1.86,15.24351028331848,0,0,0,1,0,0,1920,1080,0,0,2.0,2,0.0,1024.0,0.0,0,0
13.3,8,10.0,1.1,15.999662166305846,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
13.3,16,10.0,1.21,16.916553250921297,0,0,0,0,1,0,3840,2160,0,1,8.0,4,1024.0,0.0,0.0,0,0
15.6,16,10.0,2.8,16.742123648482917,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
15.6,8,10.0,2.23,15.24351028331848,0,0,0,1,0,0,1920,1080,0,0,2.0,0,256.0,0.0,0.0,0,0
11.6,2,10.0,1.1,14.709678781698353,1,0,0,0,0,0,1366,768,0,1,1.0,1,0.0,0.0,0.0,0,0
15.6,8,10.0,2.33,15.83105990292724,0,0,0,1,0,0,1920,1080,0,0,6.0,3,128.0,1024.0,0.0,0,0
13.3,16,10.0,1.29,16.8963423779573,1,0,0,0,0,0,3840,2160,0,1,8.0,4,1024.0,0.0,0.0,0,0
13.3,4,10.0,1.45,15.223916594162745,0,0,0,1,0,0,1366,768,0,0,6.0,1,0.0,0.0,0.0,0,0
14.0,8,10.0,1.95,15.980459961504453,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
11.6,4,10.0,1.4,15.27705639789915,0,0,0,1,0,0,1366,768,0,0,6.0,1,0.0,0.0,0.0,0,0
14.0,8,10.0,1.48,16.25685404647047,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
17.3,4,10.0,2.79,15.471333649670528,0,0,0,1,0,0,1600,900,0,0,5.0,3,0.0,1024.0,2.0,1,0
14.0,8,10.0,2.0,16.090503360863668,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
15.6,8,10.0,2.1,15.897521919825904,0,0,0,1,0,0,1366,768,0,0,8.0,4,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.2,15.583630980240052,0,0,0,1,0,0,1366,768,0,0,7.0,0,256.0,0.0,5.0,1,0
14.0,4,10.0,1.44,14.769661462491468,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,0.0,0.0,0,0
15.6,6,10.0,2.23,15.401005921439934,0,0,0,1,0,0,1366,768,0,0,5.0,3,0.0,1024.0,0.0,0,0
15.6,8,10.0,1.7,16.04935758272055,0,0,0,0,1,0,1920,1080,0,0,7.0,4,256.0,0.0,2.0,1,0
12.5,8,10.0,1.26,16.289593930158613,0,0,0,0,1,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
15.6,32,10.0,2.06,16.971062654202278,0,0,0,1,0,0,3840,2160,0,1,8.0,4,1024.0,0.0,4.0,1,0
17.3,8,10.0,2.7,16.18215052390696,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
15.6,8,10.0,2.0,15.941973676975904,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
14.0,8,10.0,2.0,16.28884458586298,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,1024.0,0.0,0,0
15.6,4,10.0,1.85,15.19993041329544,0,0,0,1,0,0,1920,1080,0,0,2.0,2,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.5,15.999662166305846,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,0.0,4.0,1,0
14.0,8,10.0,1.48,16.23810349877261,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,1.9,16.04849999068785,0,0,0,0,1,0,1920,1080,0,0,6.0,3,128.0,1024.0,2.0,1,0
15.6,8,10.0,1.84,16.13519354532858,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
15.6,4,10.0,2.0,14.709642417415688,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.0,16.134100290708222,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,0.0,2.0,1,0
15.6,4,10.0,2.2,14.709315079351745,0,0,0,1,0,0,1366,768,0,0,6.0,1,0.0,500.0,0.0,0,0
15.6,12,10.0,2.2,15.89419043465096,0,0,0,1,0,0,1920,1080,0,0,6.0,0,0.0,2048.0,0.0,0,0
15.6,8,10.0,2.1,15.666587599112653,0,0,0,1,0,0,1920,1080,0,0,4.0,2,0.0,1024.0,2.0,1,0
13.9,16,10.0,1.4,16.742123648482917,1,0,0,0,0,0,3840,2160,0,1,8.0,4,512.0,0.0,0.0,0,0
13.3,8,10.0,1.2,16.457454360562423,0,0,0,0,1,0,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
15.6,16,10.0,2.4,16.121994938844583,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,2048.0,4.0,1,0
14.0,2,10.0,1.44,14.724119459990098,0,0,0,1,0,0,1366,768,0,0,6.0,1,0.0,0.0,0.0,0,0
15.6,16,10.0,1.88,16.47562891883165,0,0,0,0,1,0,1920,1080,0,0,9.0,4,512.0,0.0,0.0,0,0
11.6,4,10.0,1.5,15.01983360094949,1,0,0,0,0,0,1366,768,0,1,1.0,1,0.0,0.0,0.0,0,0
15.6,8,10.0,1.9,15.589682434893826,0,0,0,0,1,0,1920,1080,0,0,6.0,3,0.0,1024.0,0.0,0,0
15.6,16,10.0,2.06,16.70742665830509,0,0,0,1,0,0,3840,2160,0,1,8.0,4,512.0,0.0,4.0,1,0
15.6,8,10.0,1.84,16.266099103813502,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
17.3,8,10.0,2.7,16.34354286679869,0,1,0,0,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,4.0,1,0
15.6,8,10.0,2.6,16.55355298451872,0,0,0,0,0,1,1920,1080,0,0,8.0,4,256.0,0.0,0.0,0,0
15.6,16,10.0,2.4,16.339275435343808,0,0,0,1,0,0,1920,1080,0,0,5.0,4,512.0,0.0,0.0,0,0
15.6,8,10.0,2.02,15.97113086729151,0,0,0,1,0,0,1920,1080,0,0,8.0,4,128.0,2048.0,0.0,0,0
15.6,4,10.0,2.2,14.867428113513055,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.65,15.999662166305846,0,1,0,0,0,0,1920,1080,0,0,5.0,3,0.0,1024.0,4.0,1,0
15.6,8,10.0,2.36,15.416136769140424,0,0,0,1,0,0,1366,768,0,1,5.0,3,0.0,2048.0,0.0,0,0
14.0,8,10.0,1.36,16.35623697137006,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,0.0,0.0,0,0
15.6,4,10.0,1.86,15.177406944333802,0,0,0,1,0,0,1366,768,0,0,2.0,2,0.0,500.0,0.0,0,0
14.0,8,10.0,2.0,15.94409232158379,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
17.3,6,10.0,2.8,15.670768789217693,0,0,0,1,0,0,1600,900,0,0,5.0,3,128.0,1024.0,3.0,1,0
15.6,8,10.0,1.86,15.552811905456348,0,0,0,1,0,0,1920,1080,0,0,5.0,3,0.0,1024.0,0.0,0,0
15.6,8,10.0,2.2,15.305513596207602,0,0,0,1,0,0,1366,768,0,0,2.0,2,256.0,0.0,2.0,1,0
15.6,8,10.0,2.04,15.056486907804391,0,0,0,1,0,0,1366,768,0,0,6.0,1,0.0,2048.0,0.0,0,0
17.3,8,10.0,2.8,16.082242644709,0,0,0,1,0,0,1920,1080,0,0,6.0,3,128.0,1024.0,0.0,0,0
15.6,8,10.0,2.4,15.788706331154485,0,1,0,0,0,0,1920,1080,0,0,5.0,3,128.0,1024.0,4.0,1,0
15.6,8,10.0,2.33,15.89419043465096,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
14.0,8,10.0,1.36,16.560278406264867,0,0,0,0,1,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
15.6,12,10.0,2.26,16.095063331817673,1,0,0,0,0,0,1920,1080,0,1,7.0,4,512.0,2048.0,2.0,1,0
15.6,4,10.0,2.1,15.147346885345533,0,0,0,1,0,0,1366,768,0,0,3.0,0,128.0,0.0,0.0,0,0
17.3,16,10.0,3.25,16.788665316780566,0,1,0,0,0,0,1920,1080,0,0,3.0,0,256.0,1024.0,5.0,1,0
17.3,4,10.0,2.6,15.285269994539789,0,0,0,1,0,0,1600,900,0,0,2.0,0,128.0,0.0,0.0,0,0
13.3,8,10.0,1.62,15.860262037175486,1,0,0,0,0,0,1920,1080,0,1,8.0,4,256.0,0.0,0.0,0,0
15.6,4,10.0,1.91,15.28524954443764,0,0,0,1,0,0,1920,1080,0,0,3.0,0,256.0,0.0,0.0,0,0
11.6,4,10.0,1.59,15.408265479971028,0,0,1,0,0,0,1366,768,0,0,1.0,1,128.0,0.0,0.0,0,0
15.6,4,10.0,1.8,14.826248915932052,0,0,0,1,0,0,1366,768,0,0,60.0,1,0.0,500.0,0.0,0,0
14.0,4,10.0,1.5,14.74889947912288,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,0.0,0.0,0,0
15.6,8,10.0,2.4,15.833426767622498,0,0,0,1,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,4.0,1,0
17.3,8,10.0,3.35,16.175455938864772,0,1,0,0,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,4.0,1,0
15.6,4,10.0,1.85,15.093084041506913,0,0,0,1,0,0,1920,1080,0,0,2.0,2,128.0,0.0,0.0,0,0
15.6,8,10.0,2.3,16.504463630847297,0,1,0,0,0,0,1920,1080,0,0,8.0,4,128.0,1024.0,4.0,1,0
14.0,8,10.0,1.5,16.095063331817673,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,2.0,1,0
13.3,16,10.0,1.1,16.559649637242874,0,0,0,0,1,0,1920,1080,0,1,7.0,4,512.0,0.0,0.0,0,0
14.0,8,10.0,1.13,16.82571485478772,0,0,0,0,1,0,2560,1440,0,0,7.0,4,512.0,0.0,0.0,0,0
13.3,4,10.0,1.5,15.401005921439934,0,0,0,1,0,0,1920,1080,0,0,4.0,2,128.0,0.0,0.0,0,0
15.6,8,10.0,2.23,16.31474318252055,0,0,0,0,0,1,1920,1080,0,0,6.0,3,0.0,500.0,0.0,0,0
15.6,8,10.0,2.0,16.759129253421584,0,0,0,0,0,1,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
14.0,16,10.0,1.42,16.9205468662734,1,0,0,0,0,0,2560,1440,0,1,7.0,4,512.0,0.0,0.0,0,0
17.3,8,10.0,3.0,16.038921374422614,0,1,0,0,0,0,1920,1080,0,0,8.0,4,0.0,1024.0,4.0,1,0
17.3,16,10.0,3.0,16.465025374107377,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
15.6,12,10.0,2.2,15.635364988314528,0,0,0,1,0,0,1366,768,0,0,6.0,3,0.0,1024.0,2.0,1,0
17.3,8,10.0,2.7,16.30002621465777,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,0.0,4.0,1,0
15.6,8,10.0,2.33,15.750751570802016,0,0,0,1,0,0,1920,1080,0,0,7.0,4,256.0,0.0,0.0,0,0
15.6,4,10.0,1.91,15.305513596207602,0,0,0,0,1,0,1920,1080,0,0,3.0,0,256.0,0.0,0.0,0,0
15.6,8,10.0,2.1,16.2073190273391,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,5.0,1,0
14.0,8,10.0,1.9,15.936657343984376,0,0,0,1,0,0,1920,1080,0,0,5.0,3,256.0,0.0,0.0,0,0
15.6,8,10.0,1.78,16.99834896561216,0,0,0,0,0,1,3840,2160,0,1,8.0,4,256.0,0.0,0.0,0,0
14.0,16,10.0,1.13,16.965743492951958,0,0,0,0,1,0,2560,1440,0,0,7.0,4,1024.0,0.0,0.0,0,0
15.6,4,10.0,2.2,14.816492744554829,0,0,0,1,0,0,1366,768,0,0,1.0,1,0.0,1024.0,0.0,0,0
17.3,16,10.0,2.9,16.425276554564906,0,1,0,0,0,0,1920,1080,0,0,8.0,4,256.0,1024.0,4.0,1,0
15.6,8,10.0,2.1,16.135630512738512,0,0,0,1,0,0,1920,1080,0,0,6.0,3,256.0,1024.0,5.0,1,0
15.6,8,10.0,2.5,15.871692300710825,0,0,0,1,0,0,1920,1080,0,0,8.0,4,256.0,0.0,4.0,1,0
